影片 ID,影片標題,發布日期,時長,觀看次數,按讚數,留言數,"觀看時數
(小時)",曝光次數,"曝光點
閱率(%)","預估收益
(USD)"
sGKTsiyBwVI,Line Rangers-觀眾投稿EP.345 || 琪琪懷舊反場！首隻平民九星對空！ ||,2024-06-30,4:50,"4,902",55,9,159.2,"39,359",10.09%,$4.50
_VGxHEgFqT8,Line Ranger-觀眾投稿EP.10 || 遇到黃金級課長玩家!!但結局讓人意外!? ||,2022-05-10,2:01,"4,897",33,9,90.1,"29,546",13.57%,$1.83
3W3OEVcvcEg,Line Rangers-觀眾投稿EP.140 || 超強P寵上陣！9星180等啦啦隊登場！ ||,2023-04-26,3:54,"4,882",67,15,149.8,"33,798",11.97%,$6.91
YZg0pcLFw8I,Line Rangers隨手拍EP.42 || 木寵強勢的環境下，學生兔兔還堪用嗎？ ||,2023-10-28,3:31,"4,867",44,14,142.0,"40,119",9.93%,$6.35
kMjjPk2Bh7g,(有字幕)Line Rangers 數據分析EP.63 || 打後排vs地圖炮！魯迪依然繼續稱霸？ ||,2025-02-05,4:55,"4,861",75,22,N/A,N/A,N/A,N/A
indFkfkRwLc,Line Rangers-觀眾投稿EP.208 || 當達文西發威時…誰都攔不住她！ ||,2023-08-30,2:57,"4,850",47,21,N/A,N/A,N/A,N/A
tB5WMkSUsBg,Line Rangers-觀眾投稿EP.221 || 全員斷手中～週年帽占卜嗨起來 ||,2023-09-22,2:04,"4,846",50,23,N/A,N/A,N/A,N/A
hS6gdewtzTY,Line Rangers始祖系列EP.39 || 江戶川柯南 福爾摩斯ver.－直接把敵人都當作毛利小五郎？ ||,2023-03-12,2:45,"4,828",64,23,N/A,N/A,N/A,N/A
gxjPw7RfWtg,Line Rangers-觀眾投稿EP.151 || 首發三刺客！直接爆打坦克！ ||,2023-05-13,1:50,"4,819",40,10,N/A,N/A,N/A,N/A
6fVzIQoJSjA,Line Rangers-觀眾投稿EP.363 || 跨世代強行突破齊聚一堂～ ||,2024-08-07,3:27,"4,812",70,21,N/A,N/A,N/A,N/A
Rl6Q9mAub-c,Line Rangers-觀眾投稿EP.132 || 特關新P寵實戰－欸不是！你來打醬油的逆？ ||,2023-04-10,4:01,"4,809",51,24,N/A,N/A,N/A,N/A
couPiE4kY60,Line Rangers隨手拍EP.113 || 愛蜜莉亞－被砍成二獎的大獎？ ||,2025-10-18,5:29,"4,807",62,21,N/A,N/A,N/A,N/A
ljuc0kQe_qQ,Line Rangers-觀眾投稿EP.281 || 茂夫+費倫手杖，人人都是地圖炮！ ||,2024-02-11,2:55,"4,802",58,27,N/A,N/A,N/A,N/A
tsEIN8LvKls,Line Rangers直播精華 || 前往歐洲？闇屬性復刻 ||,2025-01-18,7:44,"4,798",75,26,N/A,N/A,N/A,N/A
dPhcxZw2F60,Line Rangers-觀眾投稿EP.120 || 打者熊大－倉庫管理員再加一？ ||,2023-03-07,3:22,"4,788",33,10,N/A,N/A,N/A,N/A
wCyBppMaksw,Line Ranger觀眾求救系列 EP.7 || 主困47關#2-這次我平民了!? ||,2022-05-17,1:50,"4,785",29,20,N/A,N/A,N/A,N/A
pZoMLP00FQQ,Line Rangers始祖系列EP.41 || 大鵬鳥一頁書－天！龍！吼！ ||,2023-03-17,2:51,"4,784",50,14,N/A,N/A,N/A,N/A
6_Tq17aULSA,Line Rangers直播精華 || 金鈴鐺占卜！這機率完全不科學... ||,2025-12-22,7:47,"4,780",114,79,N/A,N/A,N/A,N/A
Cdn_7lIjZlI,Line Rangers-觀眾投稿EP.396 || 「忍」一時風平浪靜？技能校正回歸！ ||,2024-10-14,3:01,"4,771",55,21,N/A,N/A,N/A,N/A
eUscjk6RbU0,Line Rangers || 這是...金火龍熊大 ! ? ||,2023-06-17,2:04,"4,771",44,18,N/A,N/A,N/A,N/A
DkTWC4fZgKs,Line Rangers-觀眾投稿EP.186 || 高端局的蘑菇莎莉！開場電暈…然後功成身退？ ||,2023-07-09,3:56,"4,757",43,22,N/A,N/A,N/A,N/A
d2aUWHx4N9w,Line Rangers-觀眾投稿EP.355 || 禮包二獎騎士熊大，光暗唯一後移！ ||,2024-07-21,5:09,"4,756",41,21,N/A,N/A,N/A,N/A
2EWG7KNz2vQ,Line Rangers-觀眾投稿EP.93 || 日暮永遠－突破始祖，戰線破壞者 ||,2023-01-06,3:07,"4,754",47,33,N/A,N/A,N/A,N/A
rsZ6q3HWcdc,Line Rangers 數據分析EP.104 || 地圖炮vs最強敏打！才能後首次火打比較！ ||,2026-02-17,7:48,"4,746",60,23,N/A,N/A,N/A,N/A
StjTECBKMlM,Line Rangers隨手拍EP.58 || 迷宮攻略－Lv5挑戰(上) ||,2024-03-07,2:39,"4,746",48,11,N/A,N/A,N/A,N/A
eK_l0ZnYSuM,Line Rangers-觀眾投稿EP.347 || NFT烤肉熊大—最強敏捷寵登場！？ ||,2024-07-03,2:56,"4,743",64,23,N/A,N/A,N/A,N/A
RRPvXDquBJk,(有字幕)Line Rangers隨手拍EP.107 || 田地饅頭人－大獎等級的平民輔助！ ||,2025-09-05,4:06,"4,742",46,37,N/A,N/A,N/A,N/A
osZksQ3_G3M,Line Rangers隨手拍EP.43 || PvP屬性輪替！直接實測 ||,2023-11-05,4:25,"4,742",61,57,N/A,N/A,N/A,N/A
NQsQMmhWVZs,Line Rangers 數據分析EP.95 || 2025年度回顧，誰是最強水打？ ||,2025-12-14,9:43,"4,736",62,46,N/A,N/A,N/A,N/A
BYUyx7hP0l4,Line Rangers-觀眾投稿EP.367 || 鯛魚燒這種奇葩效果，當然要給坦克啊 ||,2024-08-15,3:55,"4,733",68,23,N/A,N/A,N/A,N/A
KImog_5IB9A,Line Rangers-觀眾投稿EP.444 || 第28天登入獎勵－針筒先別萃取？ ||,2025-01-30,4:16,"4,718",71,17,N/A,N/A,N/A,N/A
jOVPmpmshoU,Line Ranger隨手拍系列 EP.13 || 無限之塔攻略！雙平民莎莉出擊 ||,2023-03-13,4:20,"4,716",49,30,N/A,N/A,N/A,N/A
RHTHI6c-AmI,Line Rangers-觀眾投稿EP.428 || 聖誕老人銀時－首次合作禮包！ ||,2024-12-21,3:42,"4,701",53,16,N/A,N/A,N/A,N/A
3NjYS4UHJIg,Line Rangers-觀眾投稿EP.352 || 搶救營收大作戰？直接公告強化啦！ ||,2024-07-13,2:22,"4,694",129,20,N/A,N/A,N/A,N/A
pw5jHQWz9KI,(有字幕)Line Rangers隨手拍EP.105 || 吉他手饅頭人－終於180等100P！ ||,2025-08-20,4:01,"4,660",52,27,N/A,N/A,N/A,N/A
RYWvV3nUut4,Line Rangers-觀眾投稿EP.416 || 傳奇香檳兔－超誇張地圖炮擊退 ||,2024-11-27,3:36,"4,659",56,15,N/A,N/A,N/A,N/A
OiGzotnIy_A,Line Rangers隨手拍EP.75 || 平民神寵的達文西！傳奇還能發瘋嗎？ ||,2024-08-24,4:09,"4,627",50,39,N/A,N/A,N/A,N/A
FgPV2MDOQQg,LINE Rangers || 東京復仇者合作－裝備分析 ||,2023-07-31,1:38,"4,626",49,18,N/A,N/A,N/A,N/A
pmkDgl2Vi_M,Line Rangers-觀眾投稿EP.236 || 六人後移陣！ ||,2023-10-29,2:27,"4,622",58,38,N/A,N/A,N/A,N/A
K1h4biyvFOQ,Line Rangers-觀眾投稿EP.448 || 青蛙帽希爾！P寵禮包再登場！ ||,2025-02-07,3:14,"4,605",60,19,N/A,N/A,N/A,N/A
PAZ1gQvrI4E,Line Rangers 數據分析EP.16 || (許願文)那些期望可以被buff的裝備 ||,2023-09-09,3:56,"4,595",88,15,N/A,N/A,N/A,N/A
PN3YNDYXqIM,Line Rangers-觀眾投稿EP.572 || 才能傑克－持續傷害超大強化！ ||,2026-02-05,5:13,"4,591",50,18,N/A,N/A,N/A,N/A
Wl3EDPoacWM,Line Rangers-觀眾投稿EP.251 || 和真，男主角但淪落小獎？ ||,2023-12-03,3:20,"4,583",60,33,N/A,N/A,N/A,N/A
87g1gVpYMXo,(有字幕)Line Rangers直播精華 || 扭蛋精華！歐到不可思議的一次！ ||,2025-10-05,11:18,"4,581",66,20,N/A,N/A,N/A,N/A
doAUV5fh2s4,Line Ranger-觀眾投稿EP.4 || 打不下來的聖誕老人 ||,2021-12-31,6:21,"4,572",39,22,N/A,N/A,N/A,N/A
aj6jIBxCDJU,Line Rangers-觀眾投稿EP.278 || 三重置同框！跨世代的重置寵們 ||,2024-02-08,2:07,"4,571",58,27,N/A,N/A,N/A,N/A
JuKBynLYmi4,Line Rangers隨手拍EP.53 || 擴大技範平民化！但是官方忘記實裝？？ ||,2024-02-06,3:46,"4,556",47,17,N/A,N/A,N/A,N/A
Mq29Ku9aCUo,Line Rangers隨手拍EP.29 || 無限之塔140樓平民攻略！魔王根本木屬雷姆 ||,2023-07-13,4:19,"4,551",35,14,N/A,N/A,N/A,N/A
ZimgOrh8lb0,Line Rangers-觀眾投稿EP.135 || 傳奇速攻場－部長！幫我撐10秒！ ||,2023-04-14,1:11,"4,545",49,23,N/A,N/A,N/A,N/A
of-iWlM1184,(有字幕)Line Rangers-觀眾投稿EP.493 || 放大鏡四怨－實戰上意外很普通？ ||,2025-06-05,2:27,"4,538",48,26,N/A,N/A,N/A,N/A
v0Y9gV6NkAo,Line Ranger隨手拍系列 EP.18 || 第一美女兔兔－上場賣萌第一名！ ||,2023-05-07,3:45,"4,535",47,13,N/A,N/A,N/A,N/A
93QHlIHbrnM,Line Rangers 數據分析EP.55 || 2024年度回顧，誰是最強火打？ ||,2024-12-18,3:35,"4,532",46,22,N/A,N/A,N/A,N/A
42s_XCHK7nI,Line Rangers始祖系列 EP.42 || 第二季始祖角色大集合－主線444挑戰 ||,2023-04-23,2:22,"4,530",55,19,N/A,N/A,N/A,N/A
C2oWBB_Gacs,Line Rangers-觀眾投稿EP.263 || 紫衣詹姆士－歷久不衰的變身寵 ||,2024-01-12,2:42,"4,524",55,41,N/A,N/A,N/A,N/A
vR_1BQh-iKc,Line Rangers-觀眾投稿EP.58 || 降臨關卡不好打？超平民刷「火咖啡因」降臨！ ||,2022-10-17,2:09,"4,511",28,25,N/A,N/A,N/A,N/A
F56jlJuLV4s,Line Rangers-觀眾投稿EP.213 || 同歸於盡流！ ||,2023-09-11,2:10,"4,510",54,17,N/A,N/A,N/A,N/A
GNJ321XbWUk,Line Rangers-觀眾投稿EP.54 || 新型妨礙寵降世-優秀女僕妹妹 雷姆 ||,2022-10-03,4:51,"4,481",46,26,N/A,N/A,N/A,N/A
J3RUxZjwgaA,Line Rangers始祖系列 EP.53 || 灰原哀 實驗服ver.－完美復刻原作的合作！ ||,2024-01-24,2:07,"4,480",64,19,N/A,N/A,N/A,N/A
6eU5ytXGwSA,Line Ranger-觀眾投稿EP.12 || 人雖小卻是火寵夢魘!?野原家長男 新之助 ||,2022-05-14,3:58,"4,472",43,26,N/A,N/A,N/A,N/A
NBnaMnJWXaM,Line Rangers-觀眾投稿EP.149 || 白棋皇后兔兔－必練的跑跑寵！ ||,2023-05-10,4:05,"4,469",39,6,N/A,N/A,N/A,N/A
b4oukCKhrPI,Line Rangers-觀眾投稿EP.460 || 芭斯特潔西卡－真．敏捷池大獎！ ||,2025-03-06,3:22,"4,455",40,20,N/A,N/A,N/A,N/A
Lg7mGW-WevY,(有字幕)Line Rangers隨手拍EP.86 || 打副本利器！水貓替代品！ ||,2025-02-20,2:25,"4,451",62,33,N/A,N/A,N/A,N/A
2ZR9xB8bTpk,Line Rangers-觀眾投稿EP.166 || 冷門九星寵再現！哇賽是180等的糖葫蘆欸||,2023-06-03,3:33,"4,451",48,17,N/A,N/A,N/A,N/A
K9iBTR1Gb4Q,Line Rangers始祖系列EP.40 || 司令官饅頭人－擊退始祖，降臨！ ||,2023-03-16,3:03,"4,451",49,22,N/A,N/A,N/A,N/A
PS2zYXDZesI,Line Rangers第一屆錦標賽 EP.1 || 限制寵裝的有趣賽事！（TKrangers組） ||,2026-01-16,12:24,"4,449",59,11,N/A,N/A,N/A,N/A
51ObcFdCh_Q,Line Rangers-觀眾投稿EP.406 || 曾經的神柱，現今淪落為倉管？ || @94Littledevil,2024-11-05,2:59,"4,447",59,22,N/A,N/A,N/A,N/A
a7Lm6bKTF5w,Line Rangers-觀眾投稿EP.382 || 劍客熊大復刻！打從登場就沒好過？ || @Kensu1012,2024-09-22,2:47,"4,446",37,28,N/A,N/A,N/A,N/A
WHX2_aCvt4U,Line Rangers-觀眾投稿EP.426 || 視覺舒壓反殺！地圖炮自行車超嗨！ ||,2024-12-19,2:09,"4,443",64,23,N/A,N/A,N/A,N/A
X4RcqBY7cpg,Line Ranger-觀眾投稿EP.11 || 不被看好的暗寵-老爺懷錶白兔莎莉 ||,2022-05-12,2:15,"4,432",38,20,N/A,N/A,N/A,N/A
Af0A1HhixwU,Line Rangers-觀眾投稿EP.131 || 合作妹子登場～小孩子才打PvP，本宮是跑跑寵啦！ ||,2023-04-03,4:37,"4,431",45,16,N/A,N/A,N/A,N/A
SDRSs4r1KWY,Line Rangers-觀眾投稿EP.455 || 希爾五人陣－取代占卜可能性？ ||,2025-02-22,2:35,"4,426",39,29,N/A,N/A,N/A,N/A
F5W6dDbN2zI,Line Rangers-觀眾投稿EP.569 || 疾風馬兔兔？風向改變！傳奇喜歡？ ||,2026-01-28,4:58,"4,421",50,14,N/A,N/A,N/A,N/A
3Cjhu41k1xQ,20250515銀河特攻隊直播 || 復刻確定！超級詭異的組合？ ||,2025-05-15,45:28,"4,416",40,30,N/A,N/A,N/A,N/A
ubIvjNXACXo,Line Rangers隨手拍EP.49 || New!免費寶箱寵－烤肉熊大火烤戰場 ||,2023-12-06,3:08,"4,416",50,15,N/A,N/A,N/A,N/A
jAefMMcvVSA,Line Rangers-觀眾投稿EP.183 || 可愛的獅子車莎莉來了！這獅子抖到跟阿扁有得比欸 ||,2023-07-03,4:37,"4,410",55,20,N/A,N/A,N/A,N/A
Y6oQpQWqBQc,Line Rangers-觀眾投稿EP.47 || 鱷魚牙醫部長-打不贏!?那就打飛吧～ ||,2022-09-11,4:27,"4,405",39,32,N/A,N/A,N/A,N/A
RJJxLN96KXE,Line Rangers-觀眾投稿EP.334 || 最推薦的平民坦克！邪教防風學生兔 ||,2024-06-05,3:45,"4,394",57,28,N/A,N/A,N/A,N/A
04CxsmuUnOo,Line Rangers隨手拍EP.41 || 我被一隻刃牙增礦到輸… ||,2023-10-19,2:04,"4,393",52,29,N/A,N/A,N/A,N/A
B23agBz64Z4,Line Rangers隨手拍EP.39 || 當阿努不再分身時...礙礦回歸的氣息 ||,2023-09-24,2:16,"4,391",50,15,N/A,N/A,N/A,N/A
GErIwXSwwkQ,Line Rangers-觀眾投稿EP.479 || 180等賽諾－終究還是生錯環境！ ||,2025-04-18,3:23,"4,380",54,14,N/A,N/A,N/A,N/A
l_HJFJiDl6w,Line Rangers P寵大全 EP.7 || 櫻花未來－P寵最強變身！還可以九星進化！ ||,2024-04-11,4:23,"4,380",57,34,N/A,N/A,N/A,N/A
iq-nEX_fN_U,Line Rangers-觀眾投稿EP.546 || 公會戰河童－上古神裝重出江湖！？ ||,2025-11-09,3:08,"4,364",56,27,N/A,N/A,N/A,N/A
KqXNcEVQ37w,Line Rangers-觀眾投稿EP.539 || 面具淀治－防具血紗才是真理！ ||,2025-10-07,4:31,"4,361",49,20,N/A,N/A,N/A,N/A
HrCw3zv7nkA,Line Rangers隨手拍EP.81 || 不敗的合作寵雷姆！不選邊的王者 ||,2024-11-17,3:30,"4,359",47,40,N/A,N/A,N/A,N/A
Zo-KMtE_As8,Line Rangers隨手拍EP.20 || 這群東西，打贏無限100樓？ ||,2023-05-20,3:45,"4,359",34,10,N/A,N/A,N/A,N/A
mrfW9gkWdFo,Line Rangers-觀眾投稿EP.312 || 騎莎的剋星！現在水飛還好用嗎？ ||,2024-04-18,4:31,"4,357",51,17,N/A,N/A,N/A,N/A
HF5zR2SQcog,Line Rangers 數據分析EP.40 || 解除負面效果，到底在解什麼？ ||,2024-07-22,2:03,"4,353",76,32,N/A,N/A,N/A,N/A
sfy6JIBklJ0,Line Rangers-觀眾投稿EP.128 || 手殘黨！P隊伍直接上陣，低段位愛蜜莉亞依然猛？ ||,2023-03-30,2:14,"4,340",42,35,N/A,N/A,N/A,N/A
Mvwsr8iGrmw,Line Rangers-觀眾投稿EP.29 || 芭斯特潔西卡-新平民礙產寵登場!? ||,2022-07-09,3:37,"4,324",33,9,N/A,N/A,N/A,N/A
9YPg8wp97HM,(有字幕)Line Rangers 數據分析EP.68.5 || 後移寵之戰2！千空強化後續補充 ||,2025-04-11,2:26,"4,318",83,18,N/A,N/A,N/A,N/A
bAEEyMA16jk,Line Rangers隨手拍EP.69 || 偶像莎莉暗改！變成一點點打後排？ ||,2024-06-22,3:10,"4,311",51,21,N/A,N/A,N/A,N/A
D3VQVFl3zmY,Line Ranger觀眾求救系列 EP.6 || 主困43關/44關/46關-這次應該很平民了啦~~ ||,2022-05-11,2:37,"4,297",34,28,N/A,N/A,N/A,N/A
3ALOLp2cYIo,Line Rangers觀眾求救系列 EP.11 || 主困93關-沒有最平民，只有更平民!!!一隻Ranger單挑主困!? ||,2022-07-06,1:05,"4,290",41,27,N/A,N/A,N/A,N/A
9Ij191Hfwd4,(有字幕)Line Rangers-觀眾投稿EP.462 || 搖滾熊大－光屬性最後支柱？ ||,2025-03-11,3:34,"4,277",57,24,N/A,N/A,N/A,N/A
zGxgPkYJVcE,Line Rangers-觀眾投稿EP.214 || 傳奇雜魚戰，但似乎亂入了些什麼…? ||,2023-09-12,1:23,"4,255",47,9,N/A,N/A,N/A,N/A
YWBjG1ZJ1CA,Line Rangers-觀眾投稿EP.364 || 停產萬次郎—傳奇前十熱門寵 ||,2024-08-09,3:08,"4,242",49,26,N/A,N/A,N/A,N/A
-Hg6JwnvnkM,LINE Rangers || 12週年限定裝備！裝備分析＋抽裝攻略 ||,2026-03-02,1:42,"4,232",65,30,N/A,N/A,N/A,N/A
kVND4hApkZw,Line Rangers隨手拍EP.22 || 出動暗殺實測－估計又是一個地雷能力了 ||,2023-06-04,1:48,"4,232",43,40,N/A,N/A,N/A,N/A
zfIeK7YGWyo,(有字幕)Line Rangers-觀眾投稿EP.483 || 妖精兔兔－值得花資源再抽嗎？ ||,2025-05-12,2:00,"4,224",46,32,N/A,N/A,N/A,N/A
xe0xGu9mQvU,Line Rangers-觀眾投稿EP.189 || 真。課長之力！整隊只砸錢在跑裝!? ||,2023-07-14,1:43,"4,224",41,19,N/A,N/A,N/A,N/A
bdSXl8sgfG0,Line Rangers-觀眾投稿EP.395 || 水圈王蟹機愛德華－短圖極大優勢 ||,2024-10-12,2:52,"4,223",53,14,N/A,N/A,N/A,N/A
GxXpIRimcO8,Line Rangers-觀眾投稿EP.362 || 來自台中的搖滾，到底派不派呢？ ||,2024-08-06,3:35,"4,221",58,34,N/A,N/A,N/A,N/A
Xu16hPNPwso,(有字幕)Line Rangers-觀眾投稿EP.518 || 波奇塔莎莉－萌度爆表的課金P寵 ||,2025-08-07,3:56,"4,214",58,22,N/A,N/A,N/A,N/A
37jZYhbNZrs,Line Ranger隨手拍系列 EP.1 || 無限之塔69樓-8周年新寵鍵盤女王兔兔 ||,2022-03-23,2:50,"4,209",30,9,N/A,N/A,N/A,N/A
i1F4VOsPmcE,Line Rangers-觀眾投稿EP.381 || 投手莎莉復刻！處境越來越尷尬？ ||,2024-09-21,3:20,"4,208",48,35,N/A,N/A,N/A,N/A
tptnKzlCwRk,Line Rangers始祖系列 EP.57 || 超級英雄 蝙蝠俠－充滿著bug的技能組！ ||,2024-06-11,2:28,"4,201",46,11,N/A,N/A,N/A,N/A
mCWvC93JvU0,Line Rangers 數據分析EP.106 || 經驗更新！如何最大效益刷經驗？ ||,2026-03-04,6:56,"4,187",90,21,N/A,N/A,N/A,N/A
TmNcgvXZmkE,Line Rangers始祖系列 EP.59 || 三類型克制－你對於普攻了解多少？ ||,2025-11-08,8:18,"4,178",63,30,N/A,N/A,N/A,N/A
usU_EGkTG2U,Line Rangers-觀眾投稿EP.220 || 礙產陣容必備！唯一雙礙產能力的寵 ||,2023-09-21,3:43,"4,169",57,36,N/A,N/A,N/A,N/A
bTbUynqTpUo,Line Rangers-觀眾投稿EP.464 || 傳奇小丑熊大－在傳奇大開殺戒！？ ||,2025-03-18,2:14,"4,163",53,7,N/A,N/A,N/A,N/A
7eU9tLEOeSc,Line Rangers-觀眾投稿EP.238 || 礙產NFT登場！弱化光貓既視感？ ||,2023-11-02,3:19,"4,160",54,3,N/A,N/A,N/A,N/A
1I1aKg8r5OQ,Line Rangers P寵大全 EP.2 || 零福－自帶屬性強化的P寵!? ||,2023-10-30,3:32,"4,157",61,9,N/A,N/A,N/A,N/A
cZpR4nqvoY4,Line Rangers-觀眾投稿EP.279 || 必中＋平民寵－潛艇蟲發威啦！ ||,2024-02-09,2:19,"4,152",54,13,N/A,N/A,N/A,N/A
_w7L7k1nX1s,Line Rangers-觀眾投稿EP.378 || 100P菲茲－用後移強推戰線 ||,2024-09-15,2:48,"4,151",52,42,N/A,N/A,N/A,N/A
JgoYsYbURXY,Line Rangers-觀眾投稿EP.329 || 魔導士艾爾莎－都過了三年，技能還是無法被取代？ ||,2024-05-24,4:40,"4,151",60,21,N/A,N/A,N/A,N/A
lnd96O6_xmQ,Line Rangers-觀眾投稿EP.390 || 部長專武魔防靴－屬性強化開戰！ ||,2024-10-04,2:10,"4,150",43,12,N/A,N/A,N/A,N/A
M-ULt6WKjvI,Line Rangers-觀眾投稿EP.409 || 妖精兔兔最強剋星？榮恩重返對空榮耀！ ||,2024-11-10,3:54,"4,143",49,13,N/A,N/A,N/A,N/A
JvlnvTAta0M,Line Rangers P寵大全 EP.16 || 香檳兔兔－擊退地圖炮開殺！ ||,2025-02-26,3:03,"4,132",29,21,N/A,N/A,N/A,N/A
XdggglMcXIM,LINE Rangers銀河特攻隊 || iOS玩家享福啦！各式禮包降價！ ||,2024-12-02,2:28,"4,132",60,32,N/A,N/A,N/A,N/A
eYD3sBxJjWg,Line Rangers-觀眾投稿EP.121 || 紫衣詹姆士－這是對戰還是石雕展？ ||,2023-03-11,3:01,"4,132",36,26,N/A,N/A,N/A,N/A
RWp_oP0yeqA,Line Rangers全員參戰-敵人篇1,2023-04-09,1:09,"4,123",65,38,N/A,N/A,N/A,N/A
bLKTm7CfJ_0,Line Rangers-觀眾投稿EP.407 || 死神熊大－本月禮包大獎！ ||,2024-11-07,3:02,"4,111",51,26,N/A,N/A,N/A,N/A
5Rlh-siajCk,Line Rangers隨手拍EP.40 || 超猛用途？直接輾壓最難誘惑 ||,2023-10-13,2:22,"4,105",43,8,N/A,N/A,N/A,N/A
Bi0f1nV2F7Y,Line Rangers-觀眾投稿EP.190 || 古有鱷魚部長反殺，今有鱷魚熊大反殺！茂夫buff過的鱷魚熊超強!! ||,2023-07-16,2:23,"4,103",46,20,N/A,N/A,N/A,N/A
amRY6W51njY,Line Ranger || 37關~48關主困敵人技能能力分析 ||,2022-05-03,1:46,"4,098",30,12,N/A,N/A,N/A,N/A
coUixk4V5K8,Line Rangers始祖系列 EP.23 || 究極熊大-以速度致勝！ ||,2022-10-19,2:51,"4,090",41,23,N/A,N/A,N/A,N/A
yOpMcx9lOS4,Line Rangers-觀眾投稿EP.467 || 獵人&希爾－反五人陣核心人物？ ||,2025-03-23,2:43,"4,089",37,14,N/A,N/A,N/A,N/A
AUvFzzAj5vA,Line Rangers-觀眾投稿EP.209 || 銀火龍熊大！超強裝備實戰～ ||,2023-08-31,3:07,"4,084",44,3,N/A,N/A,N/A,N/A
_dJnuHbDM8Q,Line Rangers-觀眾投稿EP.118 || 文與武的邂逅－達文西x投手 聯合出擊！||,2023-03-04,1:51,"4,080",52,22,N/A,N/A,N/A,N/A
UgQrqo8iPys,Line Rangers-觀眾投稿EP.441 || 潛水員兔兔－有點破格的技能？ ||,2025-01-24,3:51,"4,079",50,27,N/A,N/A,N/A,N/A
xeelZ2X-2uE,Line Ranger-觀眾投稿EP.5 || 天橋上的魔術熊 ||,2022-01-23,3:58,"4,077",43,11,N/A,N/A,N/A,N/A
nLIvfbbjAUM,Line Rangers-觀眾投稿EP.380 || 9 NFT PVP || @Kensu1012,2024-09-18,1:30,"4,076",59,18,N/A,N/A,N/A,N/A
Hj8Ad7yfaMM,Line Rangers-觀眾投稿EP.133 || 必中機器人參戰～臉部表情起伏不定的超後排控場 ||,2023-04-11,2:10,"4,069",43,9,N/A,N/A,N/A,N/A
Jf7yNyhq6RE,Line Rangers P寵大全 EP.8 || 巴迪岡迪－P寵的小奧利巴？超強輔助P坦登場 ||,2024-04-16,3:56,"4,067",51,17,N/A,N/A,N/A,N/A
G05vqHdfmYI,Line Rangers-觀眾投稿EP.88 || 毅力配飛寵-超無腦出寵打PVP ||,2022-12-22,2:19,"4,055",39,17,N/A,N/A,N/A,N/A
GVx6tr5MLDM,Line Rangers-觀眾投稿EP.321 || 180等達克妮絲－暴風雨下的抖M騎士! ||,2024-05-10,3:31,"4,041",51,11,N/A,N/A,N/A,N/A
n1Fc4-_WM58,Line Rangers-觀眾投稿EP.317 || 新NFT的原型，回顧樹樁李奧納德 ||,2024-04-26,3:08,"4,038",38,12,N/A,N/A,N/A,N/A
hjGTNg8php0,Line Rangers-觀眾投稿EP.217 || 對空，啟動？最通用的對空角色！ ||,2023-09-16,3:38,"4,035",45,18,N/A,N/A,N/A,N/A
q0pbyp87dO0,Line Rangers-觀眾投稿EP.424 || 抽裝非洲紀？狠砸八千賺抽裝！ ||,2024-12-12,3:12,"4,033",59,37,N/A,N/A,N/A,N/A
2JPma_Ohx7M,Line Rangers-觀眾投稿EP.240 || 消失的Bug之力－安茲篇 ||,2023-11-08,3:04,"4,027",54,39,N/A,N/A,N/A,N/A
ZNwsEzBoC_A,Line Rangers-觀眾投稿EP.548 || 獵人熊大－默默地在高段位求生？ ||,2025-11-22,2:55,"4,026",54,12,N/A,N/A,N/A,N/A
u4i43XLTEZQ,Line Rangers-觀眾投稿EP.283 || 平民寵越級打怪！戰機莎莉戰傳奇 ||,2024-02-18,3:12,"4,016",56,16,N/A,N/A,N/A,N/A
FKC7e47GBlg,Line Rangers對決EP.6 || 後移之戰！菲茲 vs 雷姆 ||,2024-05-12,1:31,"4,006",65,46,N/A,N/A,N/A,N/A
0EFufCp67dY,LINE Rangers 12月合作預告...? December Collab. Trailer,2023-11-28,0:27,"3,978",58,26,N/A,N/A,N/A,N/A
MmEvb7Fe89Q,Line Rangers-觀眾投稿EP.85 || 合作寵就是猛？對手直接來個三打十 ||,2022-12-18,1:50,"3,964",36,25,N/A,N/A,N/A,N/A
4vetPV0SpiM,Line Rangers 數據分析EP.21 || 成山成堆的寶石，要怎麼拿到？ ||,2023-11-29,2:36,"3,962",45,13,N/A,N/A,N/A,N/A
VWulwzA1GUE,Line Ranger觀眾求救系列 EP.8 || 主困24關-冷門寵上陣!! ||,2022-06-22,1:33,"3,957",34,25,N/A,N/A,N/A,N/A
x7pd1eCJ5k4,Line Rangers-觀眾投稿EP.175 || 過去的神話，今日的笑話？頂裝也無法重回神壇的角色 ||,2023-06-24,4:16,"3,953",51,9,N/A,N/A,N/A,N/A
zs6b4fbgb3k,Line Rangers-觀眾投稿EP.343 || 外掛第一視角！全員都有強行突破！ ||,2024-06-23,2:47,"3,930",49,17,N/A,N/A,N/A,N/A
YWLGad7X2fQ,Line Rangers-觀眾投稿EP.148 || 亞當，但會強行突破？ ||,2023-05-09,2:02,"3,930",43,15,N/A,N/A,N/A,N/A
suTba_8OSsY,Line Rangers隨手拍EP.112 || 手套光貓－打手轉輔助的神柱！ ||,2025-10-10,4:56,"3,927",40,18,N/A,N/A,N/A,N/A
